|              col0              |                                          col1                                          |
| gotit                          | /usr/lib/python3.10/threading.py:317                                                   |
| rc                             | /usr/lib/python3.10/threading.py:454                                                   |
| Attribute                      | /usr/lib/python3.10/threading.py:547                                                   |
| Attribute                      | /usr/lib/python3.10/threading.py:587                                                   |
| _initialized                   | /usr/lib/python3.10/threading.py:825                                                   |
| Attribute                      | /usr/lib/python3.10/threading.py:877                                                   |
| _SHUTTING_DOWN                 | /usr/lib/python3.10/threading.py:1491                                                  |
| startline                      | /usr/lib/python3.10/tokenize.py:188                                                    |
| startline                      | /usr/lib/python3.10/tokenize.py:213                                                    |
| prevstring                     | /usr/lib/python3.10/tokenize.py:226                                                    |
| prevstring                     | /usr/lib/python3.10/tokenize.py:243                                                    |
| startline                      | /usr/lib/python3.10/tokenize.py:255                                                    |
| bom_found                      | /usr/lib/python3.10/tokenize.py:318                                                    |
| startline                      | /usr/lib/python3.10/lib2to3/pgen2/tokenize.py:200                                      |
| startline                      | /usr/lib/python3.10/lib2to3/pgen2/tokenize.py:224                                      |
| bom_found                      | /usr/lib/python3.10/lib2to3/pgen2/tokenize.py:259                                      |
| async_def                      | /usr/lib/python3.10/lib2to3/pgen2/tokenize.py:358                                      |
| async_def_nl                   | /usr/lib/python3.10/lib2to3/pgen2/tokenize.py:360                                      |
| async_def                      | /usr/lib/python3.10/lib2to3/pgen2/tokenize.py:430                                      |
| async_def_nl                   | /usr/lib/python3.10/lib2to3/pgen2/tokenize.py:431                                      |
| async_def                      | /usr/lib/python3.10/lib2to3/pgen2/tokenize.py:437                                      |
| async_def_nl                   | /usr/lib/python3.10/lib2to3/pgen2/tokenize.py:438                                      |
| Attribute                      | /usr/lib/python3.10/asyncio/transports.py:274                                          |
| Attribute                      | /usr/lib/python3.10/asyncio/transports.py:298                                          |
| updated                        | /usr/lib/python3.10/types.py:82                                                        |
| Attribute                      | /usr/lib/python3.10/typing.py:673                                                      |
| _is_protocol                   | /usr/lib/python3.10/typing.py:1321                                                     |
| _is_runtime_protocol           | /usr/lib/python3.10/typing.py:1547                                                     |
| TYPE_CHECKING                  | /usr/lib/python3.10/typing.py:2501                                                     |
| Attribute                      | /usr/lib/python3.10/asyncio/unix_events.py:457                                         |
| Attribute                      | /usr/lib/python3.10/asyncio/unix_events.py:458                                         |
| Attribute                      | /usr/lib/python3.10/asyncio/unix_events.py:530                                         |
| Attribute                      | /usr/lib/python3.10/asyncio/unix_events.py:593                                         |
| debug_log                      | /usr/lib/python3.10/asyncio/unix_events.py:1293                                        |
| _log_to_stderr                 | /usr/lib/python3.10/multiprocessing/util.py:42                                         |
| _exiting                       | /usr/lib/python3.10/multiprocessing/util.py:318                                        |
| Attribute                      | /usr/lib/python3.10/importlib/util.py:141                                              |
| usegmt                         | /usr/lib/python3.10/email/utils.py:152                                                 |
| extended                       | /usr/lib/python3.10/email/utils.py:284                                                 |
| Attribute                      | /usr/lib/python3.10/warnings.py:447                                                    |
| _warnings_defaults             | /usr/lib/python3.10/warnings.py:534                                                    |
| Attribute                      | /usr/lib/python3.10/weakref.py:59                                                      |
| Attribute                      | /usr/lib/python3.10/weakref.py:384                                                     |
| Attribute                      | /usr/lib/python3.10/weakref.py:409                                                     |
| _shutdown                      | /usr/lib/python3.10/weakref.py:561                                                     |
| _dirty                         | /usr/lib/python3.10/weakref.py:563                                                     |
| _registered_with_atexit        | /usr/lib/python3.10/weakref.py:564                                                     |
| reenable_gc                    | /usr/lib/python3.10/weakref.py:647                                                     |
| Attribute                      | /usr/lib/python3.10/weakref.py:658                                                     |
| background                     | /usr/lib/python3.10/webbrowser.py:209                                                  |
| background                     | /usr/lib/python3.10/webbrowser.py:344                                                  |
| redirect_stdout                | /usr/lib/python3.10/webbrowser.py:348                                                  |
| Attribute                      | /usr/lib/python3.10/asyncio/windows_events.py:136                                      |
| Attribute                      | /usr/lib/python3.10/asyncio/windows_events.py:223                                      |
| modified                       | /usr/lib/python3.10/zipfile.py:174                                                     |
| result                         | /usr/lib/python3.10/zipfile.py:203                                                     |
| Attribute                      | /usr/lib/python3.10/zipfile.py:620                                                     |
| Attribute                      | /usr/lib/python3.10/zipfile.py:802                                                     |
| Attribute                      | /usr/lib/python3.10/zipfile.py:817                                                     |
| Attribute                      | /usr/lib/python3.10/zipfile.py:1084                                                    |
| Attribute                      | /usr/lib/python3.10/zipfile.py:1186                                                    |
| Attribute                      | /usr/lib/python3.10/zipfile.py:1226                                                    |
| Attribute                      | /usr/lib/python3.10/zipfile.py:1263                                                    |
| Attribute                      | /usr/lib/python3.10/zipfile.py:1283                                                    |
| Attribute                      | /usr/lib/python3.10/zipfile.py:1277                                                    |
| _importing_zlib                | /usr/lib/python3.10/zipimport.py:555                                                   |
| _importing_zlib                | /usr/lib/python3.10/zipimport.py:575                                                   |
