repo_url,stars,forks
https://github.com/Bachmann1234/FitbitFlaskTemplate,0,2
https://github.com/Bana2232/Teacher_of_the_future,0,0
https://github.com/BenMueller1/Flask-PyTorch-image-classifier,0,0
https://github.com/BenjaminSchubert/mtgcollector,0,0
https://github.com/BogiThomsen/NEMT,0,0
https://github.com/BreakerZero/Nyan-CAT,0,0
https://github.com/BreretonCodez/CTP-Website,0,0
https://github.com/BreretonCodez/testapp,0,0
https://github.com/Bryan3D/Saas_App_55_vol01,0,0
https://github.com/BurpBurp/AppDevProj,0,0
https://github.com/CADDE-sip/catalog_tool,0,1
https://github.com/CAJames1995/flaskmvc,0,0
https://github.com/CMU-CREATE-Lab/breathecam_view_planner,0,0
https://github.com/CMU-Senate/tcc-room-reservation,0,0
https://github.com/COMP-3613-Software-Engineering-2/techkings-business-app,0,2
https://github.com/COMP3613-SimpleSolutions/Asg1-,0,0
https://github.com/COMS-6156-Half-Half/Project_Product,0,0
https://github.com/COUR4G3/flask-cfaccess,0,0
https://github.com/Capstone-Projects-2022-Spring/project-pill-io,0,0
https://github.com/CaterHll/qpanel,0,0
https://github.com/Chrd26/spying-eye,0,0
https://github.com/ChuJiaWen/w4111-project1,0,1
https://github.com/Club-Alpin-Annecy/collectives-materiel,0,1
https://github.com/CodingJinxx/nonogram,0,0
https://github.com/CornellHackingClub/Botfly,0,3
https://github.com/Crown-Commercial-Service/digitalmarketplace-brief-responses-frontend,0,4
https://github.com/CyberSoc-Newcastle/flask-sql-injection-demo,0,1
https://github.com/CyberSoc-Newcastle/sql-injection-competition,0,1
https://github.com/D-R-A-C/Recommendation-app,0,11
https://github.com/DAWMFIEC/2018-1T,0,0
https://github.com/DSU-DefSec/web-deploy,0,0
https://github.com/DaanMoura/LearningFlask,0,0
https://github.com/DefCon-007/Trek-o-hunt,0,0
https://github.com/DewGew/DZGA-Flask,0,1
https://github.com/Diman0/Mailu_Fork,0,0
https://github.com/DinosAreCool99/COMP3613-A1,0,18
https://github.com/DorjiUgyen/student_management_system,0,0
https://github.com/Dudeverse/DynamicShop,0,0
https://github.com/ElMarcoRM/web-2,0,0
https://github.com/EmmanuelNgoran/Restaurant-project,0,0
https://github.com/EricPeter/flask-webscraping,0,0
https://github.com/EunbiYoon/postgreSQL2-dynamic-URI,0,0
https://github.com/ExoKomodo/ScholarsRoundTable,0,0
https://github.com/FBM-Software-Eng-11/FBM-Assignment-1,0,0
https://github.com/FIA-GSO/fi005-gruppe1-mitfahrer-db,0,0
https://github.com/FinnLidbetter/slobsterble,0,0
https://github.com/ForumOrganisation/forumorg-archived,0,0
https://github.com/France-ioi/quick-pi,0,1
https://github.com/Francine-Kaba/Push-Notifications,0,0
https://github.com/Francisg7/FSM,0,0
https://github.com/GRI-ESPCI/pc-est-magique,0,0
https://github.com/Gargamel19/Reversi-AI-Workbalancer,0,0
https://github.com/GewoonMaarten/Waterschade-project,0,0
https://github.com/GiovanniBellorio/Frequency-Detection-Wireless,0,0
https://github.com/GonzaloMurillo/RCA,0,0
https://github.com/GooDaKi/GooDaKi,0,1
https://github.com/GrantGMiller/blueprint_flask_login_dictabase,0,0
https://github.com/GuidoMatijas1/TakeIt,0,0
https://github.com/H4ck47h0n/core,0,3
https://github.com/HCDX/ActivityInfoReports,0,0
https://github.com/HarryYu1/MerryTutorData,0,1
https://github.com/HericAvila/Data-quality,0,0
https://github.com/Hongnhi02/DoAnNganh_VoThiHongNgan-2051050287_PhanThiHongNhi-2051050320,0,0
https://github.com/HycCodeQL/cicd-goat,0,0
https://github.com/IBM-EPBL/IBM-Project-10988-1659250343,0,0
https://github.com/IBM-EPBL/IBM-Project-137-1658213160,0,0
https://github.com/IBM-EPBL/IBM-Project-16637-1659619215,0,1
https://github.com/IBM-EPBL/IBM-Project-20174-1659714163,0,3
https://github.com/IBM-EPBL/IBM-Project-249-1658229329,0,0
https://github.com/IBM-EPBL/IBM-Project-26150-1660019403,0,4
https://github.com/IBM-EPBL/IBM-Project-35307-1660283304,0,1
https://github.com/IBM-EPBL/IBM-Project-45496-1660730474,0,1
https://github.com/IBM-EPBL/IBM-Project-4986-1658744690,0,1
https://github.com/IBM-EPBL/IBM-Project-50303-1660902778,0,0
https://github.com/IBM-EPBL/IBM-Project-50542-1660915303,0,1
https://github.com/IEPUG/FlaskBasics-2020-01,0,0
https://github.com/ISUWebPortal/491Project,0,7
https://github.com/IgnacioBinaghi/kopi-flask,0,0
https://github.com/Ilya-Fokin/PolyclinicPython,0,0
https://github.com/IzyI/flstart,0,0
https://github.com/J3T4R0/Pals,0,0
https://github.com/Jack9025/owasp-falihax,0,1
https://github.com/JackCotter/music,0,0
https://github.com/JacobRubin99/Pollarize,0,0
https://github.com/JagrajAulakh/COMP-4110-microblog,0,0
https://github.com/JamesTreloar/SoftwareCapstoneProject,0,2
https://github.com/Jamie-/sysmonitor,0,0
https://github.com/Jean-Lytehouse/Lytehouse-Autocam,0,0
https://github.com/JezSw/nfweb,0,0
https://github.com/John3019/Team6-411,0,0
https://github.com/KGP117/COMP3613_StudentConductTracker,0,0
https://github.com/KKolvin/CS411-Fall2022,0,1
https://github.com/KShiMin/Machine_Learning_Operations,0,1
https://github.com/KTSOEV/SC0RP,0,0
https://github.com/KairosAerospace/airflow,0,0
https://github.com/KarimChaouch/Web-App,0,0
https://github.com/KarthikKothareddy/AirFlow,0,0
https://github.com/Kendubu1/NLP-Flask-Website,0,0
https://github.com/KijitoraFinch/flask-bbs,0,0
https://github.com/KubiakJakub01/quizoinator,0,0
https://github.com/LeoXia360/howlongisdon,0,1
https://github.com/MRaffl98/univie-bike-insurance-company,0,0
https://github.com/Macktireh/Auth-system-with-jwt-using-flask,0,0
https://github.com/Madaonomore/Mymnist,0,0
https://github.com/Marek-Chalabis/Stock-buyer-microservices,0,1
https://github.com/MarekSuchanek/repocribro-badges,0,0
https://github.com/MichaelWalsh9/Photoshare,0,0
https://github.com/Milkshaikh4/job-bid-website,0,0
https://github.com/Modular-Life-Assistant-old/MoLA-web_auth-module,0,0
https://github.com/MoravianCollege/3DPrintMananagement,0,1
https://github.com/MrMaksimize/poseidon_open,0,1
https://github.com/MrsRayne/AudioGame,0,1
https://github.com/Muirrum/weekendinator,0,0
https://github.com/Muxi-Studio/ccnu-network-culture-festival,0,0
https://github.com/MyWallSt/ribbon,0,0
https://github.com/NJIT-WIS/jwt-web-security-part-1,0,1
https://github.com/NVSL/smithers,0,0
https://github.com/NetanelZeltserman/Wirecart-shopping-cart-Flask-Microservice,0,0
https://github.com/OSQUAREG/sciscut-url-shortener-flask-jinja,0,0
https://github.com/OctoPrint/OctoPrint-Legacy,0,5
https://github.com/Oktobrfest/doSomeReps,0,0
https://github.com/One-Linkage/LinkageDependencies,0,0
https://github.com/OrderEase/Server,0,0
https://github.com/P3df4r/TDB-Theobroma-Database,0,0
https://github.com/Panshir/test-billing-dashboard,0,0
https://github.com/PohSayKeong/Recab,0,1
https://github.com/PreethamMadupuri91/AirflowWorkflow,0,0
https://github.com/Qazzquimby/YetiSpy,0,0
https://github.com/RO-29/SocialHashtag,0,0
https://github.com/RedLorryYellowDesign/jordan-harris-nginx-wsgi-flask-app,0,0
https://github.com/Revanth15/CodeOverFlowStarterCode,0,3
https://github.com/Richard-Immergluck/blog-pennythoughts,0,0
https://github.com/Ritips/ThemeWeb,0,0
https://github.com/RobinStGeorges/tesseraktWebSite,0,0
https://github.com/RoboTums/OberlinStartUpWeek,0,1
https://github.com/RockFZ/CS460,0,1
https://github.com/RomanWest/AAT,0,0
https://github.com/Russ95/6893_big_data_proj,0,0
https://github.com/SEG-Group-3/CourseManagerWeb,0,0
https://github.com/SIPC115/shadowsocks-manage-system,0,2
https://github.com/SatishLawrenceMaharaj/flaskmvc-backend,0,0
https://github.com/SeabornGames/FlaskServer,0,0
https://github.com/ShiderS/properties,0,0
https://github.com/SixBlueBlack/FiitExpress,0,0
https://github.com/SoftwareEnginII2022/SoftwareEngIIProject,0,0
https://github.com/SpringUpenn/airflow,0,0
https://github.com/Steffo99/temple-of-styx,0,0
https://github.com/Sthakur27/mysecretsanta,0,0
https://github.com/Sthakur27/tourguides,0,0
https://github.com/SubhrajyotiSen/DBMS,0,0
https://github.com/SuchithSridhar/Suchicodes,0,0
https://github.com/THISmann/python-bootcamp-1,0,0
https://github.com/TM470-Kenny/TM470_Web_Application,0,1
https://github.com/Tayeeb27/Online_Shop,0,0
https://github.com/The-Cyber-One/Le-Fish,0,0
https://github.com/The-Grasshoppers/GrasshoppersA1,0,0
https://github.com/TheDoer/FlaskApp-Boilerplate,0,1
https://github.com/TheGreatDevourer/SACLockersPrototype,0,2
https://github.com/TheMotonaut/OnTrack-website,0,0
https://github.com/TheOceanCleanup/LabelAPI,0,0
https://github.com/Townsend0/Back-end,0,0
https://github.com/Tristan-Chow/airflow,0,0
https://github.com/Tsangares/stress_meter,0,0
https://github.com/VIRAK33/Visualization,0,0
https://github.com/VinoliaBattiri/IS601-006,0,0
https://github.com/Wang-Bioinformatics-Lab/Flask_Website_Basic_Template,0,0
https://github.com/Web-Programming-and-Technologies-1/Student-Conduct-Tracker,0,1
https://github.com/Yskinator/Stara_AgiDiary,0,0
https://github.com/Yufei-Gu-451/IXN-Team-9,0,0
https://github.com/ZaPF/ZaPF-Auth,0,8
https://github.com/Ziang-Lu/Flask-Blog,0,0
https://github.com/ZingLix/alala,0,0
https://github.com/ZixuanHuang1995/petpetdontcry,0,0
https://github.com/Zonmgin-Zhang/BookIt,0,0
https://github.com/a4m123/dimploma,0,0
https://github.com/abhayagiri/youtube-sync,0,0
https://github.com/acmumn/newsite,0,0
https://github.com/aditya0406/RoboDoc,0,0
https://github.com/adriengraux/pass-culture-api,0,0
https://github.com/airflow198612/airflow2,0,1
https://github.com/ajCastiglione/temp-scms,0,1
https://github.com/alejo-gonzalez-garcia/Zoo-Web-Page,0,0
https://github.com/alexUd01/eCity,0,0
https://github.com/alexa-doorman/link-account-app,0,0
https://github.com/alexey000035/tppo_project,0,1
https://github.com/alissontenorio/catalogodeservicos,0,0
https://github.com/aliyahjohn/COMP3613-Project,0,0
https://github.com/amulyagarimella/slab,0,0
https://github.com/anthoskountouris/Online_Bookstore,0,0
https://github.com/anthoskountouris/aviator_flight_center_manuals,0,0
https://github.com/anupamck/willow,0,0
https://github.com/arielireni/TAU-crowd-sourcing-workshop,0,2
https://github.com/arsalanam/tammy-hsc,0,0
https://github.com/aryan-mishra1404/AWS,0,0
https://github.com/aryan-mishra1404/TestAstro,0,1
https://github.com/aryan-mishra1404/TestAstro1,0,0
https://github.com/atramors/carrec,0,0
https://github.com/atuinframework/gae-atuin-cms,0,0
https://github.com/baileywickham/pandaCovers,0,0
https://github.com/bakedoatmeal/flask-grocery-store,0,0
https://github.com/baponkar/flask-login-logup-verify,0,0
https://github.com/bertrandboudaud/MethodsDatabase,0,0
https://github.com/bhajicomp/UWIREASEARCHAPP,0,0
https://github.com/bhaskart488/flaskshow,0,0
https://github.com/bigosoft/IMA,0,0
https://github.com/bkimmig/urban-disco,0,0
https://github.com/blackbbc/JE-Shrine-Server,0,1
https://github.com/blunagi/onlypolls,0,0
https://github.com/bon10/admonish-grumbler,0,0
https://github.com/bopopescu/181-352-dyudin-r,0,0
https://github.com/bopopescu/181-352-dyudin-r-2,0,0
https://github.com/boveus/HelloWorld,0,0
https://github.com/bramd/nvda-sentry,0,0
https://github.com/bransfieldjack/Stemformatics-Dataportal,0,0
https://github.com/brentoncollins/newcastlepad,0,0
https://github.com/brianna-huang/CS411-group7,0,0
https://github.com/bw4sz/CameraMeerkat,0,0
https://github.com/cedgark/Ecommerce-Dog-Website,0,0
https://github.com/celliott/good-luck-kitty,0,0
https://github.com/cesardddp/sgp,0,0
https://github.com/chandanws/mooc_book,0,0
https://github.com/chang/jrnl-server,0,0
https://github.com/chaudenschild/HanoverHelpers,0,0
https://github.com/chichengfengxue/flask-youguoqi,0,0
https://github.com/chinatsu/harddrop2,0,0
https://github.com/chorygruta/watskookin,0,0
https://github.com/christensonb/Seaborn,0,0
https://github.com/chyngyz475/core-Audit,0,0
https://github.com/codex-opendraft/opendraft-flask,0,0
https://github.com/coltonj14/IS601-project3,0,0
https://github.com/coltonj14/is601-project4,0,1
https://github.com/copperstick6/HackTX-SAFE,0,0
https://github.com/cosformula/light-blog,0,0
https://github.com/cots-conf/mngt,0,0
https://github.com/cpasternack/PyMailAdmin.Mailu,0,0
https://github.com/cross-species/E-Slides,0,0
https://github.com/crystal-linux/webforge,0,1
https://github.com/cs1501-tools-of-the-trade/social-platform-demo,0,0
https://github.com/daiyuzz/sources,0,0
https://github.com/danielnyvoll/INF226,0,0
https://github.com/darshkpatel/LargeScale-AadharMask,0,0
https://github.com/data-mechanics/course-2019-spr-proj,0,69
https://github.com/david-caro/wm-what,0,0
https://github.com/dchaplinsky/ninja-cats,0,0
https://github.com/dchilders21/stats,0,0
https://github.com/devpira/oChat,0,0
https://github.com/dfo-meds/data-manager,0,0
https://github.com/dhruvi1996/finalproject,0,0
https://github.com/dhruvi1996/flask_auth,0,0
https://github.com/dicaso/pycassos,0,0
https://github.com/dimamik/agh-learning-cards,0,0
https://github.com/dipeshsgdl/-DAT-250-assignments,0,0
https://github.com/dm0927/DMSD-Project,0,0
https://github.com/dmshch/web-app-srm-service,0,0
https://github.com/dn00/AmaBay,0,0
https://github.com/dongjae93/PhotoShare,0,0
https://github.com/dquarks/IS211_FinalProject,0,0
https://github.com/drylikov/Quart,0,0
https://github.com/e-i-o/eio-userdb,0,1
https://github.com/ecal-mid/tool-ecal-archiveur,0,1
https://github.com/edona-m/PhotoShare,0,0
https://github.com/edunuke/flask_boilerplate,0,0
https://github.com/egkopf/cimu,0,1
https://github.com/eliasankerhold/PICO_XLD_Server,0,0
https://github.com/emanueljg/auctionista,0,0
https://github.com/emfigo/kophinos,0,0
https://github.com/entropia/gpn17-badge-notification-server,0,1
https://github.com/enyquist/Real_Estate_Analysis,0,0
https://github.com/espoirMur/my-firstProject,0,0
https://github.com/feudal/my_blog2,0,0
https://github.com/fiddlerwoaroof/marrow,0,1
https://github.com/fluffy-cakes/spotifyPartify,0,0
https://github.com/formula1/flask-vue-example,0,1
https://github.com/francescastocco/DevOps-Course-Starter,0,0
https://github.com/frestr/chalktalk,0,0
https://github.com/funkelab/dacapo-dashboard,0,3
https://github.com/gaston-oviedo/supermarket_object_detection,0,0
https://github.com/gausszh/sae_site,0,0
https://github.com/gigglebits/Tabs,0,4
https://github.com/gmkanat/FileFlex,0,0
https://github.com/gofri/py-banis,0,0
https://github.com/gomyar/rooms,0,0
https://github.com/gpsevdiotis/CM1202-Flask-Webshop,0,0
https://github.com/grantatspothero/incubator-airflow,0,0
https://github.com/gridgentoo/Airflow,0,0
https://github.com/gugsrs/ws-flask,0,0
https://github.com/haicenhacks/qr-tracker,0,0
https://github.com/hamik112/herokutest2,0,0
https://github.com/hamzamugabo/SMPSC,0,0
https://github.com/harshad16/Blockchain-Job-Forum,0,0
https://github.com/harshjainsk/Login-Authentication-Using-Flask,0,0
https://github.com/hbk-ronak/DataLoggerApp,0,0
https://github.com/hemingus/INF226-CA2,0,0
https://github.com/herniadlf/gesina-core-api,0,1
https://github.com/hewenhao2008/pyplc_server,0,0
https://github.com/hlwrocer/Save-the-World-in-Six-hours,0,1
https://github.com/hmmonotone/changedetection,0,0
https://github.com/hmuus01/data-and-the-web,0,0
https://github.com/horsecz/FIT-IIS-TeamProject,0,0
https://github.com/hpodl/url-mapping-service,0,0
https://github.com/ianhzhang/learning,0,0
https://github.com/iiiusky/ApiDroid,0,1
https://github.com/ilina-m/Diary,0,0
https://github.com/illicitonion/edfringeplanner,0,0
https://github.com/imacat/flask-digestauth,0,0
https://github.com/imdanielsp/SRegister,0,0
https://github.com/infraredgirl/release-radar,0,0
https://github.com/itmo-wad/CommentCloud,0,1
https://github.com/j-chad/OpenLearn,0,0
https://github.com/jackvallerie/tnDues,0,0
https://github.com/janet/monkeybrains,0,1
https://github.com/jastr945/my_flask_boilerplate,0,1
https://github.com/jastr945/shopping_list_api,0,0
https://github.com/jastr945/xperiments,0,0
https://github.com/jbianchi81/gesina,0,0
https://github.com/jglass/flask-tutorial,0,0
https://github.com/jgresham/photo-gallery,0,0
https://github.com/jiamicu/weblocust-weblocust,0,0
https://github.com/jl6017/CU-database-project,0,0
https://github.com/jneug/tipps,0,0
https://github.com/jo219/myFriendHomework,0,0
https://github.com/joelbcastillo/nycrecords_flask,0,1
https://github.com/johncheng2011/kids2kidsApp,0,0
https://github.com/jphacks/C_2122,0,1
https://github.com/jrbrawner/Senior-Project,0,2
https://github.com/jubij07/socialpish,0,0
https://github.com/juli-vert/BasicFlask,0,0
https://github.com/jungfrau70/m-k8s-vanilla-setup,0,0
https://github.com/just-wkj/alfredSettings,0,0
https://github.com/jvalen01/SocialMediaApp,0,0
https://github.com/karlav24/My-Projects,0,0
https://github.com/kelmendes/GRE-Flask,0,0
https://github.com/kepper104/Yandex-Web-Project,0,0
https://github.com/keyouk/PubNub_Chat_Sample,0,0
https://github.com/khoi-nguyen/www-old,0,1
https://github.com/kirineko/online_test_be,0,0
https://github.com/komi24/CMArkea,0,0
https://github.com/kousu/ffl,0,0
https://github.com/kradt/class-kafc,0,0
https://github.com/kradt/found-offer,0,0
https://github.com/kubilaycitak/csv_from_mail,0,0
https://github.com/kubilaycitak/selenium_crowdtangle,0,0
https://github.com/kulikjak/skaut-jasan-server,0,0
https://github.com/kwngo/sizzle-api,0,0
https://github.com/lamscun/ApiDroid,0,1
https://github.com/lesykbiceps/final_proj_cinema,0,0
https://github.com/level12/keg-bouncer,0,0
https://github.com/level12/keg-login,0,0
https://github.com/lgov/airflow,0,0
https://github.com/libredesarrollo/curso-flask-basico,0,1
https://github.com/lifelonglearner127/tmtext,0,1
https://github.com/linnil1/rpi_door,0,0
https://github.com/lougoncharenko/ACS-3220-Docker-Compose-Only-pets,0,0
https://github.com/louking/rrwebapp,0,1
https://github.com/lrt512/eMoL_flask,0,0
https://github.com/lukkn/Photoshare,0,0
https://github.com/mabels/mailu-arm,0,1
https://github.com/makerbude/Octoprint,0,1
https://github.com/mallyvai/shakinghands,0,0
https://github.com/maniesh1/QuantifiedSelf_app,0,0
https://github.com/manumazu/biblioapp,0,0
https://github.com/marcelonp/snmp-port-manager,0,0
https://github.com/mariedestandau/poc-next-pro,0,0
https://github.com/markjmiller/startup-generator,0,0
https://github.com/mavella17/EcoPlanner,0,0
https://github.com/mdesilva/Airbnblite,0,0
https://github.com/memzer0x/CTF-Challenges,0,1
https://github.com/mgijax/pwts_prototype,0,0
https://github.com/michal-broda/plate-detection,0,0
https://github.com/michelblk/Kleiderkammer,0,0
https://github.com/michelllle-liu/pelican-legion,0,0
https://github.com/michiboo/IDM_PCM_Thesis,0,0
https://github.com/miguelrodriguez6/FlaskServer,0,0
https://github.com/mikaeldusenne/wikimesh,0,0
https://github.com/mitmedialab/FlaskBackbone-Skeleton,0,1
https://github.com/mjhxyz/wink-api-py,0,0
https://github.com/mokaddem/Phaser-RTS-Game,0,0
https://github.com/mozilla-releng/tooltool,0,15
https://github.com/mozilla-releng/treestatus,0,12
https://github.com/mremes/tsoha-rankkauslista,0,0
https://github.com/mrkimani-ndegwa/bc-8-ideabox,0,0
https://github.com/mroswell/InstantPotSchool,0,0
https://github.com/mwollenweber/flaskTemplate,0,0
https://github.com/mwollenweber/gAudit,0,0
https://github.com/mykakugaya/cs460-photoshare,0,1
https://github.com/nadzeyakuzmitch/bank-account-app,0,0
https://github.com/nbaryshev/market-place,0,0
https://github.com/nh124/2022,0,0
https://github.com/nh124/LinuxBackup,0,0
https://github.com/nicke72/wtforms_registration,0,0
https://github.com/niclabs/adkintunmobile-frontend,0,0
https://github.com/nishanthc/Car-Booking-Management,0,0
https://github.com/nixroxursox/cocktails,0,0
https://github.com/nixroxursox/flask_auth_app,0,0
https://github.com/njuxc/PYAM,0,0
https://github.com/notnamed/social-graph,0,0
https://github.com/nsidc/usaon-vta-survey,0,1
https://github.com/orangesobeautiful/StickerDiscordBot,0,0
https://github.com/outpark/webapp-one,0,0
https://github.com/owe005/INF226,0,0
https://github.com/owe005/Login-Server,0,0
https://github.com/oxabz/INF226-assignement2,0,0
https://github.com/paulgessinger/coalics,0,0
https://github.com/paxtonab/airflow,0,0
https://github.com/pdamoune/arenametrix,0,0
https://github.com/peteros086/thetrackerapp,0,0
https://github.com/petersn/tidbits,0,0
https://github.com/phrz/phwiki,0,0
https://github.com/pieman2201/wankel,0,0
https://github.com/pierce-heyerdahl/Find-My-Way,0,0
https://github.com/piotrkilczuk/automated-testing-flask-dummy,0,0
https://github.com/pkuphysu/bookB116-backend,0,0
https://github.com/playerEric1/MySQL,0,0
https://github.com/plivo/airflow,0,2
https://github.com/puzzle/keycloak-techlab-setup,0,3
https://github.com/pybuche/prescrisur,0,1
https://github.com/quanhlam/snoodle-github,0,0
https://github.com/ravivarma138/Try,0,0
https://github.com/ravivarma138/homework,0,0
https://github.com/ravivarma138/project,0,0
https://github.com/rcampbell-sec/squadventurers,0,0
https://github.com/rconrardy/quickstart,0,0
https://github.com/rcout328/Ai1,0,0
https://github.com/recursiveo/ev-blog,0,0
https://github.com/remmi11/archive-map,0,0
https://github.com/remmi11/flask-map,0,1
https://github.com/reyhanmaha/Web-Pirates-Conduct-Tracker-App,0,0
https://github.com/rgarcia-herrera/tianguis,0,0
https://github.com/rishabh2030/blogAPI,0,0
https://github.com/rjweiss/MediaCloud-Health-UI,0,0
https://github.com/rohankumardubey/flask-admin,0,0
https://github.com/rohitpoks/flask-authentication-methods,0,0
https://github.com/rorre/KMAT,0,0
https://github.com/roxgib/mb-tipping-comp,0,0
https://github.com/rsguardrails5/cicd-goat-2,0,0
https://github.com/rune-m/inf226-assignment2,0,0
https://github.com/rustybrooks/bikes,0,0
https://github.com/ryananeff/healthhackathon2018,0,0
https://github.com/saifulazad/Blog,0,0
https://github.com/saikiruthika/Weballocation,0,0
https://github.com/salimcodes/KACyB,0,0
https://github.com/salimmj/Flask_login,0,0
https://github.com/samfundev/hu-calendar-server,0,1
https://github.com/satrakidol/CheapFlights,0,0
https://github.com/sayoder/beautyshoppe-invoicer,0,1
https://github.com/sciapp/notebook_templates,0,0
https://github.com/scottlefoll/flask-stock-portfolio,0,0
https://github.com/scvjameslian/stratus-safecloud,0,0
https://github.com/sgnab/flask_Datascience_Webapp,0,0
https://github.com/shan3275/flask,0,0
https://github.com/shubam4995/chatbot,0,0
https://github.com/sidboyhacker/socialfish,0,0
https://github.com/sidharta/hansel-app,0,0
https://github.com/sillsdev/debian-sentry-python,0,0
https://github.com/simonsanvil/BurritoSurvey,0,0
https://github.com/sithu/cedar-admin,0,0
https://github.com/skazancev/qpanel,0,0
https://github.com/sluvie/rocket.framework,0,0
https://github.com/sluvie/rocket.saas,0,0
https://github.com/snakethebigboss/CSE-106-Webapp,0,0
https://github.com/software-students-fall2022/containerized-app-exercise-team2,0,1
https://github.com/software-students-fall2022/final-project-project5-team4,0,2
https://github.com/software-students-fall2022/final-project-team9final,0,1
https://github.com/software-students-fall2022/web-app-exercise-team-14-1,0,1
https://github.com/software-students-fall2022/web-app-exercise-team-15-1,0,0
https://github.com/software-students-fall2022/web-app-exercise-team-2-1,0,1
https://github.com/software-students-fall2022/web-app-exercise-team-7-1,0,2
https://github.com/solumath/IIS-Zvireci-utulek,0,0
https://github.com/sophia-fondell-simplisafe/Photoshare,0,0
https://github.com/space-codes/asar.web,0,0
https://github.com/sprcoder/flask_web_app_f1_stats,0,0
https://github.com/ssabit/Coursera,0,0
https://github.com/ssakone/Flaty,0,0
https://github.com/staicuclaudiu39/quattro-formaggio,0,0
https://github.com/studynotesapp/Server,0,0
https://github.com/suryaavala/Stellartube,0,0
https://github.com/svinther/trabase,0,0
https://github.com/sys-ris3/PLCHoney,0,0
https://github.com/szabgab/flask-login-demo-app,0,0
https://github.com/tbj128/gene-expression-analyzer,0,0
https://github.com/tcmRyan/matcher-admin,0,0
https://github.com/tde-nico/faust_ctf_2023,0,0
https://github.com/techbot123/EMP,0,0
https://github.com/techbot123/dating,0,0
https://github.com/technicsntricks/airflow-sso,0,1
https://github.com/teknologkoren/teknologkoren.se-v2,0,0
https://github.com/temporaryorgname/tracker-backend,0,0
https://github.com/tomaszsiudakrep/FridgeWebApp_FLASK,0,0
https://github.com/tonydao2/PhotoShare,0,0
https://github.com/topless/twitter-api,0,0
https://github.com/trivedigaurav/pharma-c,0,0
https://github.com/trungbmt/hexam-backend,0,0
https://github.com/tsheringtobgay017/Student_management_system-UA-,0,0
https://github.com/unknowncz/Maturita-Projekt,0,0
https://github.com/usc-isi-i2/cluster-annotator-web,0,0
https://github.com/uwidcit/Lockers-App,0,1
https://github.com/uwidcit/nature-seekers-backend,0,2
https://github.com/uwidcit/recsys,0,0
https://github.com/valhuber/MultiDB,0,0
https://github.com/vanditpopat/IS601-004,0,0
https://github.com/vcaen/the_christmas_network,0,0
https://github.com/vichopoch/dify,0,0
https://github.com/vishnusaibhosekar/IS601-005,0,0
https://github.com/vpunch/pytho,0,0
https://github.com/vsamaru/startup-generator,0,0
https://github.com/vwt-digital-solutions/fttx-dashboard,0,0
https://github.com/vwt-digital-solutions/it-glas-dashboard,0,0
https://github.com/vwt-digital-solutions/ith-dashboard,0,0
https://github.com/wahello/event-management,0,0
https://github.com/wasnot/flask-weather,0,0
https://github.com/wbrickner/OctoPrint-ControlCenter,0,0
https://github.com/weiwen9/Hackathon,0,0
https://github.com/welsonla/booklist,0,0
https://github.com/whywrd/clickonly,0,0
https://github.com/winterSteve25/Liveline,0,0
https://github.com/wolever/python-logging-tools,0,0
https://github.com/wprzyb/sso,0,2
https://github.com/wthdevelopers/automation_website,0,0
https://github.com/xSebasDC/Unibot,0,0
https://github.com/xiaoqi-huang/Supernature,0,3
https://github.com/xwydq/airflow-k8s,0,0
https://github.com/yeyuchen198/flask-app,0,0
https://github.com/yjshin229/CS460PA1,0,0
https://github.com/yorksdale/digital-marketplace,0,0
https://github.com/yzw19990124/InstagramSimulation,0,0
https://github.com/zaoad/CS-classroom,0,0
https://github.com/zeroXbrock/YelpCSV,0,0
https://github.com/zgzgorg/iam-backend,0,2
https://github.com/zibayes/Play-n-study-backend,0,0
https://github.com/zmailloux/python-app-1,0,0
https://github.com/zmailloux/python-app-2,0,0
https://github.com/zmailloux/python-app-3,0,0
https://github.com/zpy807/pyspider,0,0
